Game;;Result;Moves;Year;Event/Locale;Opening
277. Kasparov vs T Natsis;;1-0;32;1980;Valletta Olympiad;D85 Grunfeld
278. P Roth vs Kasparov;;0-1;45;1980;Valletta Olympiad;B89 Sicilian
279. Kasparov vs Marjanovic;;1-0;23;1980;Valletta Olympiad;E17 Queen's Indian
280. K Georgiev vs Kasparov;;1-0;63;1980;Valletta Olympiad;B96 Sicilian, Najdorf
281. Kasparov vs G Ligterink;;1-0;24;1980;Valletta Olympiad;E17 Queen's Indian
282. Csom vs Kasparov;;½-½;23;1980;Valletta Olympiad;E69 King's Indian, Fianchetto, Classical Main line
283. Kasparov vs Speelman;;1-0;37;1980;Valletta Olympiad;E15 Queen's Indian
284. Kasparov vs Petursson;;1-0;34;1980;Valletta Olympiad;D15 Queen's Gambit Declined Slav
285. Shamkovich vs Kasparov;;0-1;54;1980;Valletta Olympiad;D32 Queen's Gambit Declined, Tarrasch
286. S Giardelli vs Kasparov;;0-1;32;1980;Valletta Olympiad;A11 English, Caro-Kann Defensive System
287. Kasparov vs Ghitescu;;½-½;18;1980;Valletta Olympiad;A56 Benoni Defense
288. J Ost-Hansen vs Kasparov;;½-½;33;1980;Valletta Olympiad;A07 King's Indian Attack
289. Kasparov vs A Nikitin;;1-0;38;1981;Training Match;A15 English
290. A Nikitin vs Kasparov;;0-1;40;1981;Training Match;B44 Sicilian
291. Kasparov vs A Nikitin;;½-½;28;1981;Training Match;E15 Queen's Indian
292. Kasparov vs A Nikitin;;1-0;40;1981;Training Match;E17 Queen's Indian
293. Kasparov vs Romanishin;;1-0;43;1981;Moscow-4teams;D85 Grunfeld
294. Karpov vs Kasparov;;½-½;41;1981;Moscow-4teams;A30 English, Symmetrical
295. Kasparov vs Karpov;;½-½;41;1981;Moscow-4teams;C42 Petrov Defense
296. Romanishin vs Kasparov;;1-0;34;1981;Moscow-4teams;A04 Reti Opening
297. Kasparov vs Smyslov;;1-0;39;1981;Moscow-4teams;C70 Ruy Lopez
298. Smyslov vs Kasparov;;0-1;27;1981;Moscow-4teams;A30 English, Symmetrical
299. Beliavsky vs Kasparov;;0-1;40;1981;Moscow;E83 King's Indian, Samisch
300. Kasparov vs Gheorghiu;;½-½;40;1981;Moscow;E15 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
301. Portisch vs Kasparov;;½-½;49;1981;Moscow;A70 Benoni, Classical with 7.Nf3
302. Kasparov vs E Torre;;1-0;36;1981;Moscow;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
303. Timman vs Kasparov;;½-½;24;1981;Moscow;E83 King's Indian, Samisch
304. Kasparov vs Andersson;;½-½;83;1981;Moscow;E42 Nimzo-Indian, 4.e3 c5, 5.Ne2 (Rubinstein)
305. Smyslov vs Kasparov;;½-½;14;1981;Moscow;D78 Neo-Grunfeld, 6.O-O c6
306. Kasparov vs Petrosian;;0-1;41;1981;Moscow;E12 Queen's Indian
307. Smejkal vs Kasparov;;½-½;16;1981;Moscow;A30 English, Symmetrical
308. Geller vs Kasparov;;0-1;27;1981;Moscow;B83 Sicilian
309. Kasparov vs Balashov;;½-½;16;1981;Moscow;B56 Sicilian
310. Polugaevsky vs Kasparov;;½-½;16;1981;Moscow;D79 Neo-Grunfeld, 6.O-O, Main line
311. Kasparov vs Karpov;;½-½;18;1981;Moscow;D37 Queen's Gambit Declined
312. Kasparov vs Palatnik;;1-0;41;1981;15th Soviet Team-ch lower group;D34 Queen's Gambit Declined, Tarrasch
313. N Rashkovsky vs Kasparov;;½-½;32;1981;15th Soviet Team-ch lower group;A32 English, Symmetrical Variation
314. Kasparov vs A Kakageldyev;;½-½;24;1981;15th Soviet Team-ch lower group;D15 Queen's Gambit Declined Slav
315. L Slutzky vs Kasparov;;½-½;17;1981;15th Soviet Team-ch lower group;A49 King's Indian, Fianchetto without c4
316. Vaganian vs Kasparov;;½-½;21;1981;15th Soviet Team-ch lower group;E64 King's Indian, Fianchetto, Yugoslav System
317. A Vaisser vs Kasparov;;0-1;41;1981;15th Soviet Team-ch lower group;E77 King's Indian
318. K Grigorian vs Kasparov;;½-½;21;1981;15th Soviet Team-ch lower group;E66 King's Indian, Fianchetto, Yugoslav Panno
319. Kasparov vs A Ivanov;;1-0;41;1981;15th Soviet Team-ch lower group;E12 Queen's Indian
320. Kasparov vs Yurtaev;;1-0;30;1981;15th Soviet Team-ch lower group;E48 Nimzo-Indian, 4.e3 O-O 5.Bd3 d5
321. Kasparov vs A Duer;;1-0;25;1981;WchT U26;D55 Queen's Gambit Declined
322. Z Klaric vs Kasparov;;0-1;40;1981;WchT U26;A45 Queen's Pawn Game
323. Kasparov vs R Morrison;;1-0;27;1981;WchT U26;E92 King's Indian
324. Kasparov vs Kouatly;;½-½;25;1981;WchT U26;D85 Grunfeld
325. Speelman vs Kasparov;;0-1;70;1981;WchT U26;A30 English, Symmetrical
Game;;Result;Moves;Year;Event/Locale;Opening
326. Kasparov vs Fedorowicz;;1-0;34;1981;WchT U26;E12 Queen's Indian
327. Kasparov vs A Groszpeter;;½-½;30;1981;WchT U26;E12 Queen's Indian
328. H Schussler vs Kasparov;;0-1;32;1981;WchT U26;D78 Neo-Grunfeld, 6.O-O c6
329. Kasparov vs Van der Wiel;;1-0;52;1981;WchT U26;E12 Queen's Indian
330. J Sunye Neto vs Kasparov;;0-1;47;1981;WchT U26;D32 Queen's Gambit Declined, Tarrasch
331. Kasparov vs Sosonko;;1-0;29;1981;Interpolis 5th;D38 Queen's Gambit Declined, Ragozin Variation
332. Portisch vs Kasparov;;½-½;41;1981;Interpolis 5th;A75 Benoni, Classical with ...a6 and 10...Bg4
333. Kasparov vs Beliavsky;;½-½;39;1981;Interpolis 5th;D18 Queen's Gambit Declined Slav, Dutch
334. Timman vs Kasparov;;1-0;40;1981;Interpolis 5th;E66 King's Indian, Fianchetto, Yugoslav Panno
335. Kasparov vs Spassky;;0-1;66;1981;Interpolis 5th;E75 King's Indian, Averbakh, Main line
336. Huebner vs Kasparov;;0-1;49;1981;Interpolis 5th;A30 English, Symmetrical
337. Kasparov vs Petrosian;;0-1;42;1981;Interpolis 5th;D25 Queen's Gambit Accepted
338. Kasparov vs Andersson;;1-0;30;1981;Interpolis 5th;E12 Queen's Indian
339. Ljubojevic vs Kasparov;;½-½;28;1981;Interpolis 5th;B44 Sicilian
340. Kasparov vs Larsen;;½-½;48;1981;Interpolis 5th;A54 Old Indian, Ukrainian Variation, 4.Nf3
341. Miles vs Kasparov;;½-½;38;1981;Interpolis 5th;D73 Neo-Grunfeld, 5.Nf3
342. Kasparov vs Yusupov;;1-0;39;1981;USSR Championship;E11 Bogo-Indian Defense
343. Kasparov vs Gavrikov;;1-0;33;1981;USSR Championship;D30 Queen's Gambit Declined
344. Psakhis vs Kasparov;;1-0;44;1981;USSR Championship;E55 Nimzo-Indian, 4.e3, Gligoric System, Bronstein Variation
345. Gulko vs Kasparov;;1-0;37;1981;USSR Championship;A65 Benoni, 6.e4
346. Yudasin vs Kasparov;;0-1;24;1981;USSR Championship;B96 Sicilian, Najdorf
347. Kasparov vs Dorfman;;1-0;43;1981;USSR Championship;D44 Queen's Gambit Declined Semi-Slav
348. Tseshkovsky vs Kasparov;;0-1;25;1981;USSR Championship;B45 Sicilian, Taimanov
349. Kasparov vs Timoscenko;;1-0;43;1981;USSR Championship;D44 Queen's Gambit Declined Semi-Slav
350. Kasparov vs G Agzamov;;½-½;33;1981;USSR Championship;D32 Queen's Gambit Declined, Tarrasch
Game;;Result;Moves;Year;Event/Locale;Opening
351. Kasparov vs Timoscenko;;1-0;43;1981;USSR Championship;D44 Queen's Gambit Declined Semi-Slav
352. Kasparov vs G Agzamov;;½-½;33;1981;USSR Championship;D32 Queen's Gambit Declined, Tarrasch
353. G Kuzmin vs Kasparov;;½-½;58;1981;USSR Championship;B83 Sicilian
354. Kasparov vs Beliavsky;;1-0;66;1981;USSR Championship;D18 Queen's Gambit Declined Slav, Dutch
355. Tukmakov vs Kasparov;;0-1;29;1981;USSR Championship;E75 King's Indian, Averbakh, Main line
356. Romanishin vs Kasparov;;½-½;62;1981;USSR Championship;D02 Queen's Pawn Game
357. Kasparov vs Dorfman;;1-0;43;1981;USSR Championship;D44 Queen's Gambit Declined Semi-Slav
358. Kasparov vs Sveshnikov;;½-½;22;1981;USSR Championship;D43 Queen's Gambit Declined Semi-Slav
359. Kasparov vs E Magerramov;;1-0;31;1982;Training Match;B97 Sicilian, Najdorf
360. Kasparov vs E Magerramov;;1-0;29;1982;Training Match;B97 Sicilian, Najdorf
361. Kasparov vs E Magerramov;;½-½;58;1982;Training Match;B97 Sicilian, Najdorf
362. E Magerramov vs Kasparov;;0-1;16;1982;Training Match;E75 King's Indian, Averbakh, Main line
363. E Magerramov vs Kasparov;;½-½;43;1982;Training Match;E75 King's Indian, Averbakh, Main line
364. B Ivanovic vs Kasparov;;½-½;19;1982;Bugojno;B90 Sicilian, Najdorf
365. Andersson vs Kasparov;;½-½;13;1982;Bugojno;E66 King's Indian, Fianchetto, Yugoslav Panno
366. Kasparov vs Ivkov;;1-0;39;1982;Bugojno;E12 Queen's Indian
367. Spassky vs Kasparov;;½-½;32;1982;Bugojno;B23 Sicilian, Closed
368. Kavalek vs Kasparov;;0-1;27;1982;Bugojno;E90 King's Indian
369. Kasparov vs Huebner;;½-½;17;1982;Bugojno;E15 Queen's Indian
370. Kasparov vs Gligoric;;1-0;42;1982;Bugojno;E12 Queen's Indian
371. Timman vs Kasparov;;½-½;28;1982;Bugojno;E84 King's Indian, Samisch, Panno Main line
372. Polugaevsky vs Kasparov;;½-½;35;1982;Bugojno;E75 King's Indian, Averbakh, Main line
373. Kasparov vs Larsen;;1-0;39;1982;Bugojno;A55 Old Indian, Main line
374. Kasparov vs Ljubojevic;;½-½;13;1982;Bugojno;E12 Queen's Indian
375. Kasparov vs Najdorf;;1-0;25;1982;Bugojno;E12 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
376. Spassky vs Kasparov;;½-½;32;1982;Bugojno;B23 Sicilian, Closed
377. Kasparov vs Averbakh;;1-0;68;1982;12th Soviet Team Cup;D52 Queen's Gambit Declined
378. Kasparov vs Balashov;;½-½;88;1982;12th Soviet Team Cup;C92 Ruy Lopez, Closed
379. Kasparov vs Gulko;;0-1;24;1982;12th Soviet Team Cup;D27 Queen's Gambit Accepted, Classical
380. Kupreichik vs Kasparov;;0-1;30;1982;12th Soviet Team Cup;B83 Sicilian
381. Kasparov vs Tukmakov;;½-½;45;1982;12th Soviet Team Cup;E12 Queen's Indian
382. Palatnik vs Kasparov;;0-1;42;1982;12th Soviet Team Cup;A31 English, Symmetrical, Benoni Formation
383. Romanishin vs Kasparov;;1-0;45;1982;12th Soviet Team Cup;A04 Reti Opening
384. Kasparov vs Sax;;1-0;38;1982;Moscow Interzonal;D86 Grunfeld, Exchange
385. Quinteros vs Kasparov;;½-½;22;1982;Moscow Interzonal;E10 Queen's Pawn Game
386. Kasparov vs J Murey;;1-0;26;1982;Moscow Interzonal;E12 Queen's Indian
387. Geller vs Kasparov;;½-½;29;1982;Moscow Interzonal;B83 Sicilian
388. Kasparov vs Tal;;½-½;24;1982;Moscow Interzonal;D44 Queen's Gambit Declined Semi-Slav
389. Kasparov vs Beliavsky;;½-½;41;1982;Moscow Interzonal;C92 Ruy Lopez, Closed
390. L Christiansen vs Kasparov;;0-1;40;1982;Moscow Interzonal;E76 King's Indian, Four Pawns Attack
391. Kasparov vs G Garcia Gonzalez;;½-½;23;1982;Moscow Interzonal;E11 Bogo-Indian Defense
392. Andersson vs Kasparov;;½-½;28;1982;Moscow Interzonal;E95 King's Indian, Orthodox, 7...Nbd7, 8.Re1
393. Kasparov vs R Rodriguez;;1-0;58;1982;Moscow Interzonal;D52 Queen's Gambit Declined
394. Van der Wiel vs Kasparov;;0-1;22;1982;Moscow Interzonal;A45 Queen's Pawn Game
395. Kasparov vs Gheorghiu;;1-0;27;1982;Moscow Interzonal;E12 Queen's Indian
396. Velimirovic vs Kasparov;;0-1;40;1982;Moscow Interzonal;B12 Caro-Kann Defense
397. O Sarapu vs Kasparov;;0-1;46;1982;Lucerne Olympiad;B90 Sicilian, Najdorf
398. Alburt vs Kasparov;;0-1;57;1982;Lucerne Olympiad;E73 King's Indian
399. Kasparov vs Gligoric;;1-0;51;1982;Lucerne Olympiad;E12 Queen's Indian
400. Smejkal vs Kasparov;;½-½;16;1982;Lucerne Olympiad;A30 English, Symmetrical
Game;;Result;Moves;Year;Event/Locale;Opening
401. Kasparov vs Sosonko;;½-½;12;1982;Lucerne Olympiad;E12 Queen's Indian
402. Huebner vs Kasparov;;½-½;13;1982;Lucerne Olympiad;E92 King's Indian
403. Ribli vs Kasparov;;½-½;18;1982;Lucerne Olympiad;E60 King's Indian Defense
404. Kasparov vs Nunn;;1-0;21;1982;Lucerne Olympiad;A67 Benoni, Taimanov Variation
405. Korchnoi vs Kasparov;;0-1;36;1982;Lucerne Olympiad;A64 Benoni, Fianchetto, 11...Re8
406. Kasparov vs Suba;;1-0;48;1982;Lucerne Olympiad;A70 Benoni, Classical with 7.Nf3
407. Kasparov vs Andersson;;½-½;17;1982;Lucerne Olympiad;E11 Bogo-Indian Defense
408. Kasparov vs N Bradbury;;0-1;32;1983;London simul;E27 Nimzo-Indian, Samisch Variation
409. Korchnoi vs Kasparov;;0-1;27;1983;Herceg Novi blitz;D34 Queen's Gambit Declined, Tarrasch
410. Kasparov vs Korchnoi;;1-0;32;1983;Herceg Novi;E28 Nimzo-Indian, Samisch Variation
411. Beliavsky vs Kasparov;;½-½;31;1983;Candidates Match;D34 Queen's Gambit Declined, Tarrasch
412. Beliavsky vs Kasparov;;0-1;46;1983;Candidates Match;E81 King's Indian, Samisch
413. Kasparov vs Beliavsky;;½-½;64;1983;Candidates Match;D35 Queen's Gambit Declined
414. Kasparov vs Beliavsky;;1-0;32;1983;Candidates Match;A43 Old Benoni
415. Kasparov vs Beliavsky;;½-½;21;1983;Candidates Match;D35 Queen's Gambit Declined
416. Kasparov vs Beliavsky;;½-½;24;1983;Candidates Match;D35 Queen's Gambit Declined
417. Beliavsky vs Kasparov;;1-0;38;1983;Candidates Match;E54 Nimzo-Indian, 4.e3, Gligoric System
418. Kasparov vs Beliavsky;;1-0;38;1983;Candidates Match;D35 Queen's Gambit Declined
419. Beliavsky vs Kasparov;;0-1;38;1983;Candidates Match;D34 Queen's Gambit Declined, Tarrasch
420. Kasparov vs Tal;;½-½;43;1983;16th Soviet Team Championship qual-1;D44 Queen's Gambit Declined Semi-Slav
421. Kasparov vs Beliavsky;;½-½;48;1983;16th Soviet Team Championship qual-1;E26 Nimzo-Indian, Samisch
422. Seirawan vs Kasparov;;0-1;54;1983;Niksic;D34 Queen's Gambit Declined, Tarrasch
423. Kasparov vs Petrosian;;1-0;51;1983;Niksic;A93 Dutch, Stonewall, Botvinnik Variation
424. Sax vs Kasparov;;½-½;39;1983;Niksic;B82 Sicilian, Scheveningen
425. Kasparov vs Portisch;;1-0;35;1983;Niksic;E12 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
426. Ljubojevic vs Kasparov;;0-1;25;1983;Niksic;A07 King's Indian Attack
427. Kasparov vs B Ivanovic;;1-0;26;1983;Niksic;E26 Nimzo-Indian, Samisch
428. Larsen vs Kasparov;;0-1;56;1983;Niksic;D34 Queen's Gambit Declined, Tarrasch
429. Kasparov vs Spassky;;0-1;33;1983;Niksic;E84 King's Indian, Samisch, Panno Main line
430. P Nikolic vs Kasparov;;0-1;71;1983;Niksic;D34 Queen's Gambit Declined, Tarrasch
431. Kasparov vs Tal;;½-½;33;1983;Niksic;E11 Bogo-Indian Defense
432. Miles vs Kasparov;;½-½;40;1983;Niksic;D34 Queen's Gambit Declined, Tarrasch
433. Kasparov vs Andersson;;½-½;33;1983;Niksic;A46 Queen's Pawn Game
434. Timman vs Kasparov;;0-1;66;1983;Niksic;B96 Sicilian, Najdorf
435. Kasparov vs Gligoric;;1-0;37;1983;Niksic;E17 Queen's Indian
436. Kasparov vs Korchnoi;;0-1;52;1983;Candidates Semi-final;E12 Queen's Indian
437. Korchnoi vs Kasparov;;½-½;31;1983;Candidates Semi-final;D34 Queen's Gambit Declined, Tarrasch
438. Kasparov vs Korchnoi;;½-½;18;1983;Candidates Semi-final;E12 Queen's Indian
439. Korchnoi vs Kasparov;;½-½;41;1983;Candidates Semi-final;E06 Catalan, Closed, 5.Nf3
440. Kasparov vs Korchnoi;;½-½;21;1983;Candidates Semi-final;E04 Catalan, Open, 5.Nf3
441. Korchnoi vs Kasparov;;0-1;77;1983;Candidates Semi-final;D30 Queen's Gambit Declined
442. Kasparov vs Korchnoi;;1-0;46;1983;Candidates Semi-final;E04 Catalan, Open, 5.Nf3
443. Korchnoi vs Kasparov;;½-½;39;1983;Candidates Semi-final;E04 Catalan, Open, 5.Nf3
444. Kasparov vs Korchnoi;;1-0;30;1983;Candidates Semi-final;E04 Catalan, Open, 5.Nf3
445. Korchnoi vs Kasparov;;½-½;42;1983;Candidates Semi-final;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
446. Kasparov vs Korchnoi;;1-0;32;1983;Candidates Semi-final;E00 Queen's Pawn Game
447. Kasparov vs S Conquest;;0-1;29;1983;London simul;A57 Benko Gambit
448. Kasparov vs Illescas Cordoba;;1-0;44;1984;sim;A57 Benko Gambit
449. P Ferrer Lucas vs Kasparov;;½-½;31;1984;Barcelona simul;B74 Sicilian, Dragon, Classical
450. Kasparov vs J Cuadras Avellana;;1-0;29;1984;Barcelona;E12 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
451. Kasparov vs J M Gil Gonzales;;½-½;55;1984;sim;A40 Queen's Pawn Game
452. P Ferrer Lucas vs Kasparov;;½-½;31;1984;Barcelona simul;B74 Sicilian, Dragon, Classical
453. Kasparov vs J Cuadras Avellana;;1-0;29;1984;Barcelona;E12 Queen's Indian
454. Pablo vs Kasparov;;½-½;48;1984;Simul;A07 King's Indian Attack
455. Kasparov vs Smyslov;;½-½;33;1984;Candidates Final;D15 Queen's Gambit Declined Slav
456. Smyslov vs Kasparov;;½-½;40;1984;Candidates Final;D34 Queen's Gambit Declined, Tarrasch
457. Kasparov vs Smyslov;;1-0;41;1984;Candidates Final;D52 Queen's Gambit Declined
458. Smyslov vs Kasparov;;0-1;41;1984;Candidates Final;D37 Queen's Gambit Declined
459. Kasparov vs Smyslov;;½-½;36;1984;Candidates Final;D44 Queen's Gambit Declined Semi-Slav
460. Smyslov vs Kasparov;;½-½;43;1984;Candidates Final;D37 Queen's Gambit Declined
461. Kasparov vs Smyslov;;½-½;14;1984;Candidates Final;D52 Queen's Gambit Declined
462. Smyslov vs Kasparov;;½-½;28;1984;Candidates Final;D34 Queen's Gambit Declined, Tarrasch
463. Kasparov vs Smyslov;;1-0;44;1984;Candidates Final;D52 Queen's Gambit Declined
464. Smyslov vs Kasparov;;½-½;38;1984;Candidates Final;D34 Queen's Gambit Declined, Tarrasch
465. Kasparov vs Smyslov;;½-½;26;1984;Candidates Final;D07 Queen's Gambit Declined, Chigorin Defense
466. Smyslov vs Kasparov;;0-1;40;1984;Candidates Final;D34 Queen's Gambit Declined, Tarrasch
467. Kasparov vs Smyslov;;½-½;15;1984;Candidates Final;D52 Queen's Gambit Declined
468. Timman vs Kasparov;;½-½;23;1984;USSR vs. Rest of the World;D30 Queen's Gambit Declined
469. Kasparov vs Timman;;½-½;24;1984;USSR vs. Rest of the World;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
470. Timman vs Kasparov;;½-½;58;1984;USSR vs. Rest of the World;C92 Ruy Lopez, Closed
471. Kasparov vs Timman;;1-0;34;1984;USSR vs. Rest of the World;D55 Queen's Gambit Declined
472. Kasparov vs Adams;;½-½;20;1984;Clock simul, 10b;B17 Caro-Kann, Steinitz Variation
473. Kasparov vs D Eckert;;1-0;24;1984;Clock simul, 10b;E84 King's Indian, Samisch, Panno Main line
474. Kasparov vs S Conquest;;1-0;28;1984;Clock simul, 10b;D16 Queen's Gambit Declined Slav
475. Kasparov vs P Wolff;;1-0;34;1984;Clock simul, 10b;C42 Petrov Defense
Game;;Result;Moves;Year;Event/Locale;Opening
476. Kasparov vs D Eckert;;1-0;24;1984;Clock simul, 10b;E84 King's Indian, Samisch, Panno Main line
477. Kasparov vs Adams;;½-½;20;1984;Clock simul, 10b;B17 Caro-Kann, Steinitz Variation
478. Kasparov vs N Carr;;½-½;30;1984;Clock simul, 10b;E84 King's Indian, Samisch, Panno Main line
479. Kasparov vs D Younglove;;1-0;33;1984;Clock simul, 10b;D44 Queen's Gambit Declined Semi-Slav
480. Kasparov vs P Wolff;;1-0;34;1984;Clock simul, 10b;C42 Petrov Defense
481. Kasparov vs S Conquest;;1-0;28;1984;Clock simul, 10b;D16 Queen's Gambit Declined Slav
482. Karpov vs Kasparov;;½-½;36;1984;Karpov - Kasparov World Championship Match 1984/85;B81 Sicilian, Scheveningen, Keres Attack
483. Kasparov vs Karpov;;½-½;47;1984;Karpov - Kasparov World Championship Match 1984/85;E17 Queen's Indian
484. Karpov vs Kasparov;;1-0;31;1984;Karpov - Kasparov World Championship Match 1984/85;B44 Sicilian
485. Kasparov vs Karpov;;½-½;44;1984;Karpov - Kasparov World Championship Match 1984/85;E15 Queen's Indian
486. Karpov vs Kasparov;;½-½;21;1984;Karpov - Kasparov World Championship Match 1984/85;B83 Sicilian
487. Kasparov vs Karpov;;0-1;70;1984;Karpov - Kasparov World Championship Match 1984/85;E15 Queen's Indian
488. Karpov vs Kasparov;;1-0;44;1984;Karpov - Kasparov World Championship Match 1984/85;D34 Queen's Gambit Declined, Tarrasch
489. Kasparov vs Karpov;;½-½;20;1984;Karpov - Kasparov World Championship Match 1984/85;E06 Catalan, Closed, 5.Nf3
490. Karpov vs Kasparov;;1-0;70;1984;Karpov - Kasparov World Championship Match 1984/85;D34 Queen's Gambit Declined, Tarrasch
491. Kasparov vs Karpov;;½-½;15;1984;Karpov - Kasparov World Championship Match 1984/85;E12 Queen's Indian
492. Karpov vs Kasparov;;½-½;41;1984;Karpov - Kasparov World Championship Match 1984/85;A15 English
493. Kasparov vs Karpov;;½-½;21;1984;Karpov - Kasparov World Championship Match 1984/85;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
494. Karpov vs Kasparov;;½-½;33;1984;Karpov - Kasparov World Championship Match 1984/85;A15 English
495. Kasparov vs Karpov;;½-½;16;1984;Karpov - Kasparov World Championship Match 1984/85;E15 Queen's Indian
496. Karpov vs Kasparov;;½-½;93;1984;Karpov - Kasparov World Championship Match 1984/85;E15 Queen's Indian
497. Kasparov vs Karpov;;½-½;37;1984;Karpov - Kasparov World Championship Match 1984/85;E15 Queen's Indian
498. Karpov vs Kasparov;;½-½;23;1984;Karpov - Kasparov World Championship Match 1984/85;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
499. Kasparov vs Karpov;;½-½;25;1984;Karpov - Kasparov World Championship Match 1984/85;E15 Queen's Indian
500. Karpov vs Kasparov;;½-½;51;1984;Karpov - Kasparov World Championship Match 1984/85;D37 Queen's Gambit Declined
Game;;Result;Moves;Year;Event/Locale;Opening
501. Kasparov vs Karpov;;½-½;15;1984;Karpov - Kasparov World Championship Match 1984/85;A15 English
502. Karpov vs Kasparov;;½-½;34;1984;Karpov - Kasparov World Championship Match 1984/85;D37 Queen's Gambit Declined
503. Kasparov vs Karpov;;½-½;25;1984;Karpov - Kasparov World Championship Match 1984/85;E06 Catalan, Closed, 5.Nf3
504. Karpov vs Kasparov;;½-½;22;1984;Karpov - Kasparov World Championship Match 1984/85;D30 Queen's Gambit Declined
505. Kasparov vs Karpov;;½-½;17;1984;Karpov - Kasparov World Championship Match 1984/85;A33 English, Symmetrical
506. Karpov vs Kasparov;;½-½;22;1984;Karpov - Kasparov World Championship Match 1984/85;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
507. Kasparov vs Karpov;;½-½;23;1984;Karpov - Kasparov World Championship Match 1984/85;A33 English, Symmetrical
508. Karpov vs Kasparov;;1-0;59;1984;Karpov - Kasparov World Championship Match 1984/85;D37 Queen's Gambit Declined
509. Kasparov vs Karpov;;½-½;25;1984;Karpov - Kasparov World Championship Match 1984/85;C42 Petrov Defense
510. Karpov vs Kasparov;;½-½;13;1984;Karpov - Kasparov World Championship Match 1984/85;D47 Queen's Gambit Declined Semi-Slav
511. Kasparov vs Karpov;;½-½;20;1984;Karpov - Kasparov World Championship Match 1984/85;C42 Petrov Defense
512. Karpov vs Kasparov;;½-½;35;1984;Karpov - Kasparov World Championship Match 1984/85;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
513. Kasparov vs Karpov;;1-0;41;1984;Karpov - Kasparov World Championship Match 1984/85;E12 Queen's Indian
514. Karpov vs Kasparov;;½-½;20;1984;Karpov - Kasparov World Championship Match 1984/85;D45 Queen's Gambit Declined Semi-Slav
