Game;;Result;Moves;Year;Event/Locale;Opening
276. V Zhuravliov vs Karpov;;½-½;34;1971;URS-ch sf;B30 Sicilian
277. M Ruderfer vs Karpov;;0-1;24;1971;URS-ch sf;E04 Catalan, Open, 5.Nf3
278. Karpov vs Dzindzichashvili;;½-½;17;1971;URS-ch sf;B83 Sicilian
279. Karpov vs Y Shabanov;;1-0;42;1971;URS-ch sf;E00 Queen's Pawn Game
280. Karpov vs V Karasev;;1-0;46;1971;URS-ch sf;A23 English, Bremen System, Keres Variation
281. E Ubilava vs Karpov;;½-½;23;1971;URS-ch sf;B40 Sicilian
282. F Markula vs Karpov;;0-1;31;1971;WchT U26 18th;A02 Bird's Opening
283. B Amos vs Karpov;;0-1;28;1971;WchT U26 18th final A;B46 Sicilian, Taimanov Variation
284. Karpov vs K Rogoff;;1-0;26;1971;WchT U26 18th final A;A22 English
285. Karpov vs W Wittman;;1-0;25;1971;WchT U26 18th final A;E62 King's Indian, Fianchetto
286. Ruiz vs Karpov;;½-½;18;1971;WchT U26 18th final A;B25 Sicilian, Closed
287. Karpov vs O Dementiev;;1-0;43;1971;URS Army-chT;D12 Queen's Gambit Declined Slav
288. V Zheliandinov vs Karpov;;½-½;75;1971;URS Army-chT;B46 Sicilian, Taimanov Variation
289. Karpov vs Klovans;;0-1;61;1971;URS Army-chT;C69 Ruy Lopez, Exchange, Gligoric Variation
290. Tseshkovsky vs Karpov;;½-½;27;1971;URS Army-chT;C90 Ruy Lopez, Closed
291. Vasiukov vs Karpov;;½-½;33;1971;URS Army-chT;C94 Ruy Lopez, Closed, Breyer Defense
292. Karpov vs Tukmakov;;1-0;44;1971;URS Army-chT;B84 Sicilian, Scheveningen
293. Gufeld vs Karpov;;½-½;38;1971;URS Army-chT;C98 Ruy Lopez, Closed, Chigorin
294. Karpov vs Z Gofshtein;;1-0;37;1971;7th Soviet Team Cup qual-1;A10 English
295. A Lisenko vs Karpov;;0-1;50;1971;7th Soviet Team Cup qual-1;A36 English
296. Karpov vs A Petrosian;;½-½;23;1971;7th Soviet Team Cup Final-A;B03 Alekhine's Defense
297. S Vesselovsky vs Karpov;;0-1;28;1971;7th Soviet Team Cup Final-A;B46 Sicilian, Taimanov Variation
298. V Peresipkin vs Karpov;;0-1;36;1971;7th Soviet Team Cup Final-A;B44 Sicilian
299. Karpov vs M Steinberg;;1-0;68;1971;7th Soviet Team Cup Final-A;B81 Sicilian, Scheveningen, Keres Attack
300. Karpov vs Taimanov;;1-0;49;1971;USSR Championship;B44 Sicilian
Game;;Result;Moves;Year;Event/Locale;Opening
301. Vaganian vs Karpov;;1-0;27;1971;USSR Championship;A14 English
302. Karpov vs A Lein;;½-½;18;1971;USSR Championship;D56 Queen's Gambit Declined
303. I Platonov vs Karpov;;½-½;21;1971;USSR Championship;A46 Queen's Pawn Game
304. Karpov vs K Grigorian;;1-0;39;1971;USSR Championship;B04 Alekhine's Defense, Modern
305. Geller vs Karpov;;½-½;34;1971;USSR Championship;C95 Ruy Lopez, Closed, Breyer
306. Karpov vs Dzindzichashvili;;½-½;24;1971;USSR Championship;B01 Scandinavian
307. Karpov vs Stein;;1-0;47;1971;USSR Championship;B57 Sicilian
308. Smyslov vs Karpov;;1-0;29;1971;USSR Championship;D41 Queen's Gambit Declined, Semi-Tarrasch
309. Karpov vs Savon;;½-½;46;1971;USSR Championship;B84 Sicilian, Scheveningen
310. A Kapengut vs Karpov;;½-½;20;1971;USSR Championship;B83 Sicilian
311. Karpov vs V Karasev;;½-½;41;1971;USSR Championship;A22 English
312. Bronstein vs Karpov;;½-½;18;1971;USSR Championship;A07 King's Indian Attack
313. Karpov vs Y Nikolaevsky;;1-0;41;1971;USSR Championship;B09 Pirc, Austrian Attack
314. Krogius vs Karpov;;½-½;12;1971;USSR Championship;E17 Queen's Indian
315. Karpov vs Tseitlin;;1-0;23;1971;USSR Championship;C63 Ruy Lopez, Schliemann Defense
316. Shamkovich vs Karpov;;0-1;50;1971;USSR Championship;A34 English, Symmetrical
317. Karpov vs Tukmakov;;1-0;55;1971;USSR Championship;B44 Sicilian
318. Tal vs Karpov;;½-½;22;1971;USSR Championship;E19 Queen's Indian, Old Main line, 9.Qxc3
319. Karpov vs Balashov;;½-½;24;1971;USSR Championship;B61 Sicilian, Richter-Rauzer, Larsen Variation, 7.Qd2
320. Polugaevsky vs Karpov;;½-½;23;1971;USSR Championship;A34 English, Symmetrical
321. Parma vs Karpov;;½-½;52;1971;Moscow;B46 Sicilian, Taimanov Variation
322. Karpov vs F Olafsson;;½-½;20;1971;Moscow;B44 Sicilian
323. Lengyel vs Karpov;;0-1;41;1971;Moscow;E04 Catalan, Open, 5.Nf3
324. Karpov vs Gheorghiu;;½-½;18;1971;Moscow;B92 Sicilian, Najdorf, Opocensky Variation
325. R Byrne vs Karpov;;½-½;23;1971;Moscow;B48 Sicilian, Taimanov Variation
Game;;Result;Moves;Year;Event/Locale;Opening
326. Karpov vs Balashov;;½-½;27;1971;Moscow;C93 Ruy Lopez, Closed, Smyslov Defense
327. Uhlmann vs Karpov;;½-½;42;1971;Moscow;A34 English, Symmetrical
328. Karpov vs Spassky;;½-½;32;1971;Moscow;C79 Ruy Lopez, Steinitz Defense Deferred
329. Tal vs Karpov;;½-½;105;1971;Moscow;E17 Queen's Indian
330. Petrosian vs Karpov;;½-½;16;1971;Moscow;E17 Queen's Indian
331. Karpov vs Hort;;1-0;33;1971;Moscow;B81 Sicilian, Scheveningen, Keres Attack
332. Tukmakov vs Karpov;;½-½;21;1971;Moscow;C95 Ruy Lopez, Closed, Breyer
333. Karpov vs Bronstein;;1-0;53;1971;Moscow;B92 Sicilian, Najdorf, Opocensky Variation
334. Korchnoi vs Karpov;;0-1;38;1971;Moscow;A30 English, Symmetrical
335. Karpov vs Stein;;½-½;18;1971;Moscow;C95 Ruy Lopez, Closed, Breyer
336. Smyslov vs Karpov;;½-½;24;1971;Moscow;E03 Catalan, Open
337. Karpov vs Savon;;1-0;24;1971;Moscow;C82 Ruy Lopez, Open
338. H Pfleger vs Karpov;;½-½;37;1971;Hastings 1971/72;E19 Queen's Indian, Old Main line, 9.Qxc3
339. Karpov vs R Byrne;;1-0;40;1971;Hastings 1971/72;B61 Sicilian, Richter-Rauzer, Larsen Variation, 7.Qd2
340. G Botterill vs Karpov;;0-1;49;1971;Hastings 1971/72;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
341. Karpov vs Hartston;;1-0;60;1972;Hastings 1971/72;B44 Sicilian
342. V Ciocaltea vs Karpov;;½-½;27;1972;Hastings 1971/72;C98 Ruy Lopez, Closed, Chigorin
343. Karpov vs Mecking;;1-0;34;1972;Hastings 1971/72;B92 Sicilian, Najdorf, Opocensky Variation
344. Keene vs Karpov;;0-1;40;1972;Hastings 1971/72;B46 Sicilian, Taimanov Variation
345. Karpov vs M J Franklin;;1-0;37;1972;Hastings 1971/72;B28 Sicilian, O'Kelly Variation
346. Gligoric vs Karpov;;½-½;24;1972;Hastings 1971/72;E54 Nimzo-Indian, 4.e3, Gligoric System
347. Karpov vs B Kurajica;;1-0;35;1972;Hastings 1971/72;B32 Sicilian
348. Unzicker vs Karpov;;½-½;23;1972;Hastings 1971/72;C95 Ruy Lopez, Closed, Breyer
349. Andersson vs Karpov;;½-½;14;1972;Hastings 1971/72;A04 Reti Opening
350. Karpov vs Najdorf;;½-½;16;1972;Hastings 1971/72;B92 Sicilian, Najdorf, Opocensky Variation
Game;;Result;Moves;Year;Event/Locale;Opening
351. Korchnoi vs Karpov;;1-0;44;1972;Hastings 1971/72;A46 Queen's Pawn Game
352. Karpov vs P Markland;;1-0;55;1972;Hastings 1971/72;C18 French, Winawer
353. Karpov vs M W Wills;;1-0;66;1972;Karpov Simul, 26b London;B04 Alekhine's Defense, Modern
354. Karpov vs M Hawley;;1-0;44;1972;Karpov Simul, 26b London;E63 King's Indian, Fianchetto, Panno Variation
355. Karpov vs M Friedman;;1-0;28;1972;Karpov Simul, 26b London;C80 Ruy Lopez, Open
356. Karpov vs R E Spurgeon;;0-1;38;1972;Karpov Simul, 26b London;B33 Sicilian
357. Karpov vs J Yeo;;1-0;35;1972;Karpov Simul, 26b London;B07 Pirc
358. Karpov vs T C Fox;;0-1;31;1972;Karpov Simul, 26b London;B31 Sicilian, Rossolimo Variation
359. Karpov vs S D Cunliffe;;1-0;48;1972;Karpov Simul, 26b London;C79 Ruy Lopez, Steinitz Defense Deferred
360. Karpov vs H Ennis;;1-0;35;1972;Karpov Simul, 26b London;C84 Ruy Lopez, Closed
361. Karpov vs A J McDonnell;;0-1;52;1972;Karpov Simul, 26b London;B42 Sicilian, Kan
362. Karpov vs R Lynn;;1-0;25;1972;Karpov Simul, 26b London;A13 English
363. Karpov vs A P Cullen;;1-0;41;1972;Karpov Simul, 26b London;B07 Pirc
364. Karpov vs G Dickson;;½-½;26;1972;Karpov Simul, 26b London;C84 Ruy Lopez, Closed
365. Karpov vs S Dickinson;;1-0;26;1972;Karpov Simul, 26b London;C07 French, Tarrasch
366. Karpov vs F Ingram;;½-½;56;1972;Karpov Simul, 26b London;B39 Sicilian, Accelerated Fianchetto, Breyer Variation
367. Karpov vs D Gleave;;1-0;34;1972;Karpov Simul, 26b London;C64 Ruy Lopez, Classical
368. Karpov vs A Bernegger;;1-0;33;1972;Karpov Simul, 26b London;C05 French, Tarrasch
369. Karpov vs S Spivack;;½-½;48;1972;Karpov Simul, 26b London;A06 Reti Opening
370. Karpov vs R W O'Brien;;1-0;34;1972;Karpov Simul, 26b London;B81 Sicilian, Scheveningen, Keres Attack
371. Karpov vs M Gyton;;1-0;66;1972;Karpov Simul, 26b London;A23 English, Bremen System, Keres Variation
372. Karpov vs E Warren;;1-0;28;1972;Karpov Simul, 26b London;B92 Sicilian, Najdorf, Opocensky Variation
373. Karpov vs T Spurgeon;;1-0;42;1972;Karpov Simul, 26b London;A93 Dutch, Stonewall, Botvinnik Variation
374. Karpov vs R C Cannon;;½-½;29;1972;Karpov Simul, 26b London;A17 English
375. Karpov vs D Huggins;;1-0;39;1972;Karpov Simul, 26b London;B44 Sicilian
Game;;Result;Moves;Year;Event/Locale;Opening
376. Karpov vs S Dickinson;;1-0;26;1972;Karpov Simul, 26b London;C07 French, Tarrasch
377. Karpov vs W A Linton;;0-1;29;1972;Karpov Simul, 26b London;B92 Sicilian, Najdorf, Opocensky Variation
378. Karpov vs D Huggins;;1-0;39;1972;Karpov Simul, 26b London;B44 Sicilian
379. Karpov vs A Kudriashov;;1-0;50;1972;12th Soviet Team-ch qual-1;B81 Sicilian, Scheveningen, Keres Attack
380. Karpov vs Taimanov;;1-0;40;1972;12th Soviet Team-ch qual-1;B42 Sicilian, Kan
381. Karpov vs Antoshin;;0-1;57;1972;12th Soviet Team-ch qual-1;E54 Nimzo-Indian, 4.e3, Gligoric System
382. H Karner vs Karpov;;1-0;43;1972;12th Soviet Team-ch qual-1;A46 Queen's Pawn Game
383. Karpov vs G Kuzmin;;½-½;30;1972;12th Soviet Team Cup qual-1;B44 Sicilian
384. Karpov vs Gipslis;;0-1;35;1972;12th Soviet Team-ch Final-A;B07 Pirc
385. Karpov vs Bronstein;;½-½;12;1972;12th Soviet Team-ch Final-A;E15 Queen's Indian
386. Dzindzichashvili vs Karpov;;½-½;41;1972;12th Soviet Team Cup;E17 Queen's Indian
387. Tukmakov vs Karpov;;½-½;23;1972;12th Soviet Team-ch Final-A;B46 Sicilian, Taimanov Variation
388. Karpov vs Smyslov;;1-0;42;1972;12th Soviet Team Cup;C42 Petrov Defense
389. Stein vs Karpov;;0-1;41;1972;12th Soviet Team-ch Final-A;A34 English, Symmetrical
390. Lutikov vs Karpov;;0-1;51;1972;Moscow blitz;A46 Queen's Pawn Game
391. Karpov vs Polugaevsky;;1-0;33;1972;Moscow blitz;B92 Sicilian, Najdorf, Opocensky Variation
392. Karpov vs Tukmakov;;1-0;57;1972;Moscow blitz;B83 Sicilian
393. Karpov vs Lutikov;;1-0;39;1972;Moscow blitz;B00 Uncommon King's Pawn Opening
394. Bronstein vs Karpov;;0-1;51;1972;Moscow blitz;A46 Queen's Pawn Game
395. Korchnoi vs Karpov;;1-0;48;1972;Moscow blitz;A34 English, Symmetrical
396. Tukmakov vs Karpov;;1-0;34;1972;Moscow blitz;C98 Ruy Lopez, Closed, Chigorin
397. Karpov vs Balashov;;1-0;56;1972;Moscow blitz;C79 Ruy Lopez, Steinitz Defense Deferred
398. Karpov vs Gipslis;;1-0;33;1972;Moscow blitz;B04 Alekhine's Defense, Modern
399. Polugaevsky vs Karpov;;0-1;24;1972;Moscow blitz;E24 Nimzo-Indian, Samisch
400. Karpov vs Vaganian;;1-0;23;1972;Moscow blitz;C19 French, Winawer, Advance
Game;;Result;Moves;Year;Event/Locale;Opening
401. Karpov vs Hug;;½-½;33;1972;World Student Team Championship qual-1;B33 Sicilian
402. A Balshan vs Karpov;;½-½;67;1972;World Student Team Championship qual-1;C69 Ruy Lopez, Exchange, Gligoric Variation
403. M Albano vs Karpov;;½-½;50;1972;World Student Team Championship qual-1;B44 Sicilian
404. Karpov vs C Gouveia;;1-0;52;1972;World Student Team Championship qual-1;B43 Sicilian, Kan, 5.Nc3
405. Karpov vs V Stoica;;1-0;40;1972;World Student Team Championship Final-A;B92 Sicilian, Najdorf, Opocensky Variation
406. Karpov vs Adorjan;;½-½;41;1972;World Student Team Championship Final-A;D86 Grunfeld, Exchange
407. G Estevez Morales vs Karpov;;0-1;55;1972;World Student Team Championship Final-A;B44 Sicilian
408. Karpov vs Huebner;;1-0;74;1972;World Student Team Championship Final-A;B42 Sicilian, Kan
409. Karpov vs P Markland;;1-0;30;1972;World Student Team Championship Final-A;B61 Sicilian, Richter-Rauzer, Larsen Variation, 7.Qd2
410. J Sloth vs Karpov;;0-1;41;1972;Skopje Olympiad qual-1;A37 English, Symmetrical
411. Karpov vs E Cobo Arteaga;;1-0;29;1972;Skopje Olympiad qual-1;B85 Sicilian, Scheveningen, Classical
412. F Alvarez vs Karpov;;0-1;30;1972;Skopje Olympiad qual-1;B43 Sicilian, Kan, 5.Nc3
413. I Saren vs Karpov;;0-1;30;1972;Skopje Olympiad qual-1;B44 Sicilian
414. Karpov vs J Dueball;;1-0;64;1972;Skopje Olympiad Final-A;B76 Sicilian, Dragon, Yugoslav Attack
415. N Padevsky vs Karpov;;1-0;66;1972;Skopje Olympiad Final-A;B40 Sicilian
416. A Sznapik vs Karpov;;0-1;35;1972;Skopje Olympiad Final-A;A07 King's Indian Attack
417. Karpov vs D Uddenfeldt;;1-0;27;1972;Skopje Olympiad Final-A;B93 Sicilian, Najdorf, 6.f4
418. Karpov vs H Wirthensohn;;1-0;44;1972;Skopje Olympiad Final-A;B93 Sicilian, Najdorf, 6.f4
419. Karpov vs Jansa;;½-½;40;1972;Skopje Olympiad Final-A;B44 Sicilian
420. Karpov vs J Enevoldsen;;1-0;28;1972;Skopje Olympiad Final-A;C03 French, Tarrasch
421. Bisguier vs Karpov;;0-1;32;1972;Skopje Olympiad Final-A;A34 English, Symmetrical
422. Karpov vs F Visier Segovia;;1-0;48;1972;Skopje Olympiad Final-A;B42 Sicilian, Kan
423. J Hase vs Karpov;;½-½;21;1972;Skopje Olympiad Final-A;C22 Center Game
424. Karpov vs E Ungureanu;;1-0;29;1972;Skopje Olympiad Final-A;B65 Sicilian, Richter-Rauzer Attack, 7...Be7 Defense, 9...Nxd4
425. Karpov vs Chekhov;;0-1;39;1972;URS;C83 Ruy Lopez, Open
Game;;Result;Moves;Year;Event/Locale;Opening
426. A Saidy vs Karpov;;0-1;52;1972;San Antonio;A07 King's Indian Attack
427. Karpov vs Browne;;1-0;59;1972;San Antonio;A30 English, Symmetrical
428. Larsen vs Karpov;;½-½;33;1972;San Antonio;E17 Queen's Indian
429. Karpov vs M Campos Lopez;;1-0;23;1972;San Antonio;B04 Alekhine's Defense, Modern
430. Suttles vs Karpov;;0-1;60;1972;San Antonio;A00 Uncommon Opening
431. Karpov vs D Byrne;;1-0;40;1972;San Antonio;B77 Sicilian, Dragon, Yugoslav Attack
432. Petrosian vs Karpov;;½-½;29;1972;San Antonio;E14 Queen's Indian
433. Karpov vs Gligoric;;1-0;52;1972;San Antonio;C94 Ruy Lopez, Closed, Breyer Defense
434. Portisch vs Karpov;;1-0;26;1972;San Antonio;E55 Nimzo-Indian, 4.e3, Gligoric System, Bronstein Variation
435. Karpov vs K Smith;;1-0;70;1972;San Antonio;B81 Sicilian, Scheveningen, Keres Attack
436. Evans vs Karpov;;½-½;34;1972;San Antonio;A36 English
437. Hort vs Karpov;;½-½;18;1972;San Antonio;B46 Sicilian, Taimanov Variation
438. Karpov vs J Kaplan;;½-½;35;1972;San Antonio;B32 Sicilian
439. Keres vs Karpov;;½-½;21;1972;San Antonio;E54 Nimzo-Indian, 4.e3, Gligoric System
440. Karpov vs Mecking;;½-½;9;1972;San Antonio;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
441. Karpov vs Y Markewycz;;½-½;26;1972;Simul;B24 Sicilian, Closed
442. Karpov vs J Havemann;;1-0;28;1972;Simul, 66b;B53 Sicilian
443. Karpov vs J Mulberry;;½-½;22;1972;Simul;C82 Ruy Lopez, Open
444. Karpov vs D Taylor;;½-½;31;1972;Simul;C42 Petrov Defense
445. S Pekker vs Karpov;;½-½;34;1973;Moscow tt;B46 Sicilian, Taimanov Variation
446. Karpov vs Hecht;;½-½;53;1973;Budapest Tungsram;A29 English, Four Knights, Kingside Fianchetto
447. Karpov vs Hort;;1-0;45;1973;Budapest Tungsram;C05 French, Tarrasch
448. Geller vs Karpov;;½-½;53;1973;Budapest Tungsram;C95 Ruy Lopez, Closed, Breyer
449. Karpov vs Szabo;;½-½;38;1973;Budapest Tungsram;B53 Sicilian
450. V Ciocaltea vs Karpov;;½-½;12;1973;Budapest Tungsram;A07 King's Indian Attack
Game;;Result;Moves;Year;Event/Locale;Opening
451. Karpov vs Lengyel;;½-½;49;1973;Budapest Tungsram;C94 Ruy Lopez, Closed, Breyer Defense
452. Antoshin vs Karpov;;½-½;16;1973;Budapest Tungsram;E17 Queen's Indian
453. Karpov vs Sax;;1-0;42;1973;Budapest Tungsram;E64 King's Indian, Fianchetto, Yugoslav System
454. Forintos vs Karpov;;½-½;64;1973;Budapest Tungsram;D37 Queen's Gambit Declined
455. Karpov vs Adorjan;;1-0;43;1973;Budapest Tungsram;D91 Grunfeld, 5.Bg5
456. Ribli vs Karpov;;½-½;88;1973;Budapest Tungsram;B47 Sicilian, Taimanov (Bastrikov) Variation
457. Karpov vs Vaganian;;1-0;59;1973;Budapest Tungsram;C09 French, Tarrasch, Open Variation, Main line
458. I Bilek vs Karpov;;½-½;14;1973;Budapest Tungsram;A36 English
459. Karpov vs Csom;;½-½;42;1973;Budapest Tungsram;B53 Sicilian
460. Velimirovic vs Karpov;;½-½;19;1973;Budapest Tungsram;C98 Ruy Lopez, Closed, Chigorin
461. Taimanov vs Karpov;;0-1;39;1973;Moscow-3teams;E54 Nimzo-Indian, 4.e3, Gligoric System
462. Karpov vs Spassky;;1-0;34;1973;Moscow-3teams;C94 Ruy Lopez, Closed, Breyer Defense
463. Karpov vs Taimanov;;½-½;44;1973;Moscow-3teams;B44 Sicilian
464. Spassky vs Karpov;;½-½;18;1973;Moscow-3teams;A34 English, Symmetrical
465. G Estevez Morales vs Karpov;;0-1;55;1973;Leningrad Interzonal;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
466. Karpov vs Huebner;;½-½;41;1973;Leningrad Interzonal;B42 Sicilian, Kan
467. Tukmakov vs Karpov;;0-1;33;1973;Leningrad Interzonal;C95 Ruy Lopez, Closed, Breyer
468. Karpov vs Korchnoi;;½-½;18;1973;Leningrad Interzonal;B08 Pirc, Classical
469. Taimanov vs Karpov;;½-½;40;1973;Leningrad Interzonal;E46 Nimzo-Indian
470. M Cuellar Gacharna vs Karpov;;0-1;56;1973;Leningrad Interzonal;A31 English, Symmetrical, Benoni Formation
471. Karpov vs G Kuzmin;;1-0;39;1973;Leningrad Interzonal;C09 French, Tarrasch, Open Variation, Main line
472. Tal vs Karpov;;½-½;47;1973;Leningrad Interzonal;C95 Ruy Lopez, Closed, Breyer
473. Karpov vs Quinteros;;1-0;37;1973;Leningrad Interzonal;B97 Sicilian, Najdorf
474. Larsen vs Karpov;;½-½;21;1973;Leningrad Interzonal;A36 English
475. Karpov vs R Byrne;;½-½;21;1973;Leningrad Interzonal;B92 Sicilian, Najdorf, Opocensky Variation
Game;;Result;Moves;Year;Event/Locale;Opening
476. Uhlmann vs Karpov;;0-1;45;1973;Leningrad Interzonal;D42 Queen's Gambit Declined, Semi-Tarrasch, 7.Bd3
477. Karpov vs Gligoric;;1-0;63;1973;Leningrad Interzonal;C95 Ruy Lopez, Closed, Breyer
478. J Rukavina vs Karpov;;0-1;49;1973;Leningrad Interzonal;A17 English
479. Karpov vs I Radulov;;½-½;39;1973;Leningrad Interzonal;A21 English
480. Smejkal vs Karpov;;0-1;72;1973;Leningrad Interzonal;B46 Sicilian, Taimanov Variation
481. Karpov vs E Torre;;1-0;24;1973;Leningrad Interzonal;B04 Alekhine's Defense, Modern
482. Karpov vs A Whiteley;;1-0;32;1973;EUR-chT (Men) 5th;B78 Sicilian, Dragon, Yugoslav Attack, 10.castle long
483. D Ghizdavu vs Karpov;;0-1;57;1973;EUR-chT (Men) 5th;B93 Sicilian, Najdorf, 6.f4
484. A Matanovic vs Karpov;;½-½;27;1973;EUR-chT (Men) 5th;C95 Ruy Lopez, Closed, Breyer
485. Karpov vs M Schauwecker;;1-0;45;1973;EUR-chT (Men) 5th;A15 English
486. Hecht vs Karpov;;½-½;43;1973;EUR-chT (Men) 5th;C02 French, Advance
487. Karpov vs Ribli;;1-0;71;1973;EUR-chT (Men) 5th;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
488. Karpov vs Savon;;1-0;41;1973;USSR Championship;A15 English
489. Taimanov vs Karpov;;½-½;20;1973;USSR Championship;E54 Nimzo-Indian, 4.e3, Gligoric System
490. Karpov vs Sveshnikov;;½-½;44;1973;USSR Championship;B33 Sicilian
491. Beliavsky vs Karpov;;0-1;72;1973;USSR Championship;E54 Nimzo-Indian, 4.e3, Gligoric System
492. Karpov vs Tal;;½-½;21;1973;USSR Championship;D46 Queen's Gambit Declined Semi-Slav
493. Korchnoi vs Karpov;;0-1;41;1973;USSR Championship;A05 Reti Opening
494. Karpov vs Spassky;;½-½;57;1973;USSR Championship;C98 Ruy Lopez, Closed, Chigorin
495. Petrosian vs Karpov;;1-0;65;1973;USSR Championship;E14 Queen's Indian
496. Karpov vs G Kuzmin;;1-0;38;1973;USSR Championship;B93 Sicilian, Najdorf, 6.f4
497. Averkin vs Karpov;;½-½;29;1973;USSR Championship;A15 English
498. Karpov vs Geller;;½-½;30;1973;USSR Championship;C84 Ruy Lopez, Closed
499. Tukmakov vs Karpov;;½-½;43;1973;USSR Championship;B42 Sicilian, Kan
500. Karpov vs Polugaevsky;;½-½;35;1973;USSR Championship;D47 Queen's Gambit Declined Semi-Slav
Game;;Result;Moves;Year;Event/Locale;Opening
501. Keres vs Karpov;;½-½;23;1973;USSR Championship;E19 Queen's Indian, Old Main line, 9.Qxc3
502. Karpov vs K Grigorian;;½-½;42;1973;USSR Championship;D41 Queen's Gambit Declined, Semi-Tarrasch
503. Karpov vs N Rashkovsky;;1-0;54;1973;USSR Championship;E61 King's Indian
504. Smyslov vs Karpov;;½-½;29;1973;USSR Championship;B92 Sicilian, Najdorf, Opocensky Variation
505. Karpov vs A Pomar Salamanca;;1-0;57;1973;Madrid;B11 Caro-Kann, Two Knights, 3...Bg4
506. Panno vs Karpov;;½-½;23;1973;Madrid;A12 English with b3
507. Karpov vs Andersson;;1-0;38;1973;Madrid;E15 Queen's Indian
508. Tukmakov vs Karpov;;½-½;17;1973;Madrid;E19 Queen's Indian, Old Main line, 9.Qxc3
509. Karpov vs J Bellon Lopez;;½-½;49;1973;Madrid;A25 English
510. Ljubojevic vs Karpov;;½-½;26;1973;Madrid;B44 Sicilian
511. Karpov vs Browne;;½-½;55;1973;Madrid;A43 Old Benoni
512. S Garcia Martinez vs Karpov;;0-1;68;1973;Madrid;B42 Sicilian, Kan
513. Karpov vs Hort;;½-½;20;1973;Madrid;B18 Caro-Kann, Classical
514. Karpov vs Furman;;½-½;23;1973;Madrid;C68 Ruy Lopez, Exchange
515. J Kaplan vs Karpov;;0-1;52;1973;Madrid;B46 Sicilian, Taimanov Variation
516. Karpov vs Uhlmann;;1-0;42;1973;Madrid;C09 French, Tarrasch, Open Variation, Main line
517. R Calvo vs Karpov;;0-1;35;1973;Madrid;A07 King's Indian Attack
518. Karpov vs Portisch;;½-½;50;1973;Madrid;C95 Ruy Lopez, Closed, Breyer
519. A Planinc vs Karpov;;0-1;42;1973;Madrid;B46 Sicilian, Taimanov Variation
520. Polugaevsky vs Karpov;;½-½;32;1974;Karpov - Polugaevsky Candidates Quarterfinal;E54 Nimzo-Indian, 4.e3, Gligoric System
521. Karpov vs Polugaevsky;;½-½;40;1974;Karpov - Polugaevsky Candidates Quarterfinal;B92 Sicilian, Najdorf, Opocensky Variation
522. Polugaevsky vs Karpov;;½-½;21;1974;Karpov - Polugaevsky Candidates Quarterfinal;E54 Nimzo-Indian, 4.e3, Gligoric System
523. Karpov vs Polugaevsky;;1-0;49;1974;Karpov - Polugaevsky Candidates Quarterfinal;B92 Sicilian, Najdorf, Opocensky Variation
524. Polugaevsky vs Karpov;;½-½;44;1974;Karpov - Polugaevsky Candidates Quarterfinal;E54 Nimzo-Indian, 4.e3, Gligoric System
525. Karpov vs Polugaevsky;;1-0;40;1974;Karpov - Polugaevsky Candidates Quarterfinal;B92 Sicilian, Najdorf, Opocensky Variation
Game;;Result;Moves;Year;Event/Locale;Opening
526. Polugaevsky vs Karpov;;½-½;41;1974;Karpov - Polugaevsky Candidates Quarterfinal;E54 Nimzo-Indian, 4.e3, Gligoric System
